1376;6588;47;;It's good to see you doing the rounds.&Welcome.;E' bello vederti in giro. Benvenuto.;;
1392;6640;57;;This is the command room.&Use it to structure your squad.;Questa > la sala comando. Usala per strutturare la tua&squadra.;;
1408;6704;58;;You'll have access to both drafted and volunteer recruits.;Avrai accesso sia alle reclute arruolate che a quelle&volontarie.;;
1424;6768;98;;Now that I think of it, Squad 7 is still short on soldiers,&isn't it? I'll explain how this works.;Ora che ci penso, la Squadra 7 > ancora a corto di&soldati, non > vero? Spieghero' come funziona.;;
1440;6872;92;;This is the master list. The recruits have all&been assigned classes based on their talents.;Questa > la lista principale. A tutte le reclute sono&state assegnate classi in base ai loro talenti.;;
1456;6972;65;;I should probably touch on the five classes,&just so we're clear.;Probabilmente dovrei soffermarmi sulle cinque classi,&giusto per essere chiari.;;
1472;7044;82;;First off, you have the scouts.&Just like the name suggests, they'll be your eyes.;Per prima cosa, ci sono gli scout. Proprio come suggerisce&il nome, saranno i tuoi occhi.;;
1488;7132;93;;Their best asset is their mobility.&They can go out, collect intel, then make it back safely.;La loro risorsa migliore > la mobilit=: possono uscire,&raccogliere informazioni e poi tornare sani e salvi.;;
1504;7232;97;;That, and a keen eye for enemies. A good&scout can spot a man in tall grass from a hundred yards.;Questo, e un occhio attento per i nemici. Un bravo esplorat-&re puo' individuare un uomo nell'erba alta da cento metri.;;
1520;7336;89;;That comes at the price of firepower.&Their job is spotting enemies, not taking them out.;Tutto cio' ha un costo in termini di potenza di fuoco. Il&loro compito > individuare i nemici, non eliminarli.;;
1536;7432;86;;Next up, the shocktrooper.&They're the ones to break through enemy lines and clean up.;Poi tocca agli Shocktrooper. Sono loro a sfondare le linee&nemiche e a fare piazza pulita.;;
1552;7524;92;;They offer excellent offense and defense.&As far as combat goes, they're as good as it gets.;Offrono un attacco e una difesa eccellenti. E per quanto&riguarda il combattimento, sono il massimo.;;
1568;7624;90;;While they lack any specialized techniques,&they also don't have any obvious shortcomings.;Sebbene non dispongano di tecniche specializzate, non&presentano nemmeno difetti evidenti.;;
1584;7720;66;;Think of them as the least finicky unit in your squad,&Lieutenant.;Considerali l'unit= meno schizzinosa della tua squadra,&tenente.;;
1600;7792;95;;After them, we have lancers, the anti-tank units.&They're critical when facing armored targets.;Dopo di loro abbiamo i lancieri, le unit= anticarro. Sono&fondamentali quando si affrontano bersagli corazzati.;;
1616;7892;93;;Their purpose is pretty self-explanatory.&In most cases, they're the only way to stop a tank.;Il loro scopo > abbastanza autoesplicativo.&Nella maggior parte dei casi, sono l'unico modo per fermare un carro armato.;;
1632;7992;85;;They're also well shielded from explosives,&which conveniently includes tank mortars.;Sono anche ben protetti dagli esplosivi, tra cui rientrano&anche i mortai dei carri armati.;;
1648;8084;92;;Sadly, they're slow and weak to gunfire.&Their limited ammo could also be called a drawback.;Purtroppo sono lenti e deboli al fuoco nemico.&Anche le munizioni limitate potrebbero essere considerate uno svantaggio.;;
1664;8184;87;;Changing gears, we have the engineers.&They handle supplies and perform combat support.;Cambiando argomento, abbiamo gli ingegneri. Si occupano&delle forniture e forniscono supporto al combattimento.;;
1680;8276;88;;They can restock other units' ammunitions,&treat the wounded, even repair tanks on-site.;Possono rifornire le munizioni delle altre unit=, curare i&feriti e perfino riparare i carri armati sul posto.;;
1696;8372;76;;They can place sandbags for cover, disarm mines,&repair towers, you name it.;Possono piazzare sacchi di sabbia per ripararsi,&disinnescare mine, riparare torri e molto altro.;;
1712;8456;78;;Their actual combat skills are very low.&Think of them as combat facilitators.;Le loro reali capacit= di combattimento sono molto scarse.&Considerateli come facilitatori del combattimento.;;
1728;8540;86;;Lastly, we have the snipers. They can shoot&down targets from a considerable distance.;Infine, abbiamo i cecchini. Possono sparare&abbattere&bersagli da una distanza considerevole.;;
1744;8632;97;;You won't find better soldiers for marksmanship and range.&They can hit targets I can barely see.;Non troverete soldati migliori per abilit= di tiro e gittata.&Possono colpire bersagli che riesco a malapena a vedere.;;
1760;8736;86;;Sniping rifles also come with scopes that&work to augment a sniper's natural eyesight.;I fucili da cecchino sono dotati anche di mirini che&migliorano la vista naturale del cecchino.;;
1776;8828;91;;Drawbacks include low mobility and defense.&If the enemy gets them alone, they're done for.;Gli svantaggi includono scarsa mobilit= e scarsa difesa.&Se il nemico li prende da soli, sono spacciati.;;
1792;8924;29;;That should cover the basics.;Questo dovrebbe coprire le nozioni di base.;;
1808;8960;99;;Go ahead and put a squad together now.&There's room for twenty, and you can swap units at any time.;Forza, metti insieme una squadra adesso. C'> spazio per&venti persone e puoi cambiare unit= in qualsiasi momento.;;
1824;9064;92;;Well? Feel like you've struck a balance?&Come back any time you'd like to adjust your squad.;Bene? Pensi di aver trovato un equilibrio? Torna ogni&volta che vuoi per modificare la tua squadra.;;
1840;9164;85;;As time passes, we'll have more recruits to choose from,&so keep an eye on that list.;Con il passare del tempo avremo piu' reclute tra cui&scegliere, quindi tenete d'occhio la lista.;;
1856;9256;87;;Oh, and all the recruits go through training&together, so they're all ready for combat.;Oh, e tutte le reclute si addestrano insieme, cosi sono&pronte a combattere.;;
1872;9348;81;;They'll be at the same level as the&rest of the team you've taken into the field.;Saranno allo stesso livello del resto della squadra che&hai portato in campo.;;
1888;9436;85;;You can swap out members without the worry of&losing the benefit of their experience.;Puoi sostituire i membri senza preoccuparti di perdere i&vantaggi della loro esperienza.;;
1904;9528;75;;Trust in your own judgment and pick a team you&know you can work well with.;Fidati del tuo giudizio e scegli un team con cui sai di&poter lavorare bene.;;
1920;9608;80;;That should be enough to get you started.&You can figure out the rest as you go.;Questo dovrebbe essere sufficiente per iniziare. Il resto&lo scoprirai strada facendo.;;
1936;9696;44;;Wow!&Squad leader's a lot of responsibility.;Wow! E il caposquadra ha un sacco di responsabilit=.;;
1952;9748;59;;Come to think of it, Faldio's heading up Squad 1,&isn't he?;A pensarci bene, Faldio > a capo della Squadra 1, non >&vero?;;
1968;9812;83;;I wonder if he's off sorting through this stuff now, too.&I'd better get a move on.;Chiss= se anche lui adesso sta sistemando questa roba.&Meglio sbrigarmi.;;
1984;9900;44;;Hello, Welkin.&Here to fine-tune your squad?;Ciao Welkin. Sei qui per mettere a punto la tua squadra?;;
2000;9952;85;;Oh, and there have been some new recruits.&You should take a look at the master list.;Oh, e ci sono state alcune nuove reclute. Dovresti dare&un'occhiata all'elenco principale.;;
2016;10044;62;;Come back any time you need to change your lineup,&Lieutenant.;Torna ogni volta che hai bisogno di cambiare la tua&formazione, Tenente.;;
2032;10112;65;;Hi, I'm Alex Raymond!&I look forward to serving with you, Welkin!;Ciao, sono Alex Raymond! Non vedo l'ora di lavorare con&te, Welkin!;;
2048;10184;64;;Thanks for everything, Welkin!&Just gimme a call if you need me!;Grazie di tutto, Welkin! Chiamami se hai bisogno!;;
2064;10256;58;;H-hello, I'm Kevin... Kevin Abbott.&Pleased to meet you...;C-ciao, sono Kevin... Kevin Abbott.&Piacere di&conoscerti...;;
2080;10320;49;;Th-Thanks for... everything.&I'll be going now...;Grazie... per tutto. E ora vado...;;
2096;10376;78;;Name's Coby Caird, boyo!&Looks to me like we're gonna see a lot of each other!;Mi chiamo Coby Caird, amico! E mi sembra che ci vedremo&molto spesso!;;
2112;10460;77;;You got my mark, kid!&You ever need a relic like me again, just gimme a call!;Hai il mio marchio, ragazzo! Se hai ancora bisogno di una&reliquia come me, chiamami!;;
2128;10544;32;;Salinas Milton, at your service.;Salinas Milton, al vostro servizio.;;
2144;10584;39;;This was a good squad.&So long, Welkin.;Questa era una buona squadra. Addio, Welkin.;;
2160;10628;41;;Hannes Salinger!&Reporting for duty, sir!;Hannes Salinger! A rapporto, signore!;;
2176;10676;63;;Thanks for everything, Mr. Gunther, sir!&Call me if I can help!;Grazie di tutto, signor Gunther! Mi chiami se posso&aiutarla!;;
2192;10744;64;;Hello, I'm Mica Hawkins.&I'll be serving under you from here on.;Salve, sono Mica Hawkins e da ora in poi saro' al vostro&servizio.;;
2208;10816;70;;I enjoyed my time with you.&If I can be of help in the future, do ask.;Mi sono divertito molto con te. Se in futuro posso esserti&utile, chiedi pure.;;
2224;10892;63;;The name's Vyse Inglebard!&Let's go kick this war in the teeth!;Il mio nome > Vyse Inglebard! Andiamo a dare un calcio nei&denti a questa guerra!;;
2240;10960;75;;You're a good man, Welkin! Anytime you need me,&call and I'll come runnin'!;Sei un brav'uomo, Welkin! Ogni volta che hai bisogno di&me, chiamami e correro'!;;
2256;11040;64;;Hello! My name is Lynn.&I look forward to working with you, sir.;Salve! Mi chiamo Lynn e non vedo l'ora di lavorare con te,&signore.;;
2272;11112;83;;I appreciate all you've done for me, sir.&Do let me know if I can help in some way.;La ringrazio per tutto quello che ha fatto per me, signore.-&E mi faccia sapere se posso aiutarla in qualche modo.;;
2288;11200;42;;I'm Wendy Cheslock...&Hee hee... Kaboom...;Sono Wendy Cheslock...&Hee hee... Kaboom...;;
2304;11248;38;;What... It's over?&Oh... That's sad...;Cosa... E' finita? Oh... Che tristezza...;;
2320;11292;80;;I'm Edy Nelson. Perhaps you've heard of me?&I'm sure we'll get along swimmingly!;Sono Edy Nelson. Forse hai sentito parlare di me?&Sono&sicuro che andremo d'accordo alla grande!;;
2336;11380;80;;Y-You know, I could be persuaded to help again...&If you ever needed me, I mean.;Q-sai, potrei essere convinto ad aiutarti di nuovo... e se&mai avessi bisogno di me, intendo.;;
2352;11468;52;;Hi, I'm Aisha Neumann!&Nice to meet you, Mr. Welkin!;Salve, sono Aisha Neumann! Piacere di conoscerla, signor&Welkin!;;
2368;11528;59;;Thanks for everything, Mr. Welkin!&You can call me anytime!;Grazie di tutto, signor Welkin! Puo' chiamarmi quando vuole!;;
2384;11592;75;;The name's Jane Turner.&I'll do anything if it means putting holes in Imps.;Il mio nome > Jane Turner e sono disposta a tutto pur di&fare buchi negli Imp.;;
2400;11672;83;;Rgh! Kicked out with so much left to do...&Look, gimme a call if you need ANYthing.;Rgh! Cacciato via con cosi tante cose ancora da&fare...&Guarda, chiamami se hai bisogno di QUALCOSA.;;
2416;11760;56;;H-Hello there, I'm Dorothy!&I'll, uh... I'll do my best!;C-Ciao, sono Dorothy! E io, uh... faro' del mio meglio!;;
2432;11824;76;;I'm kind of relieved to be leaving.&O-oh, but I'll come back if you need me.;Sono in un certo senso sollevato di andarmene.&O-oh, ma&tornero' se avrai bisogno di me.;;
2448;11908;72;;The name's Nina Streiss,&and I look forward to a good workout out there!;Mi chiamo Nina Streiss e non vedo l'ora di allenarmi!;;
2464;11988;78;;Thanks for the good times, boss!&I'll stay in shape in case you need me again!;Grazie per i bei momenti, capo! E mi manterro' in forma nel&caso avessi di nuovo bisogno di me!;;
2480;12072;87;;I'm Musaad Mayfield. Good to meet ya!&Now that I'm here, ya'll got this one in the bag!;Sono Musaad Mayfield. E' un piacere conoscerti! E ora che&ci sono, ce l'avete fatta!;;
2496;12164;76;;You ain't half bad, kid!&Just lemme know if you ever need me to bail ya out!;Non sei niente male, ragazzo! E fammi sapere se mai&dovessi aver bisogno che ti tiri fuori dai guai!;;
2512;12248;70;;I'm Hermes Kissinger.&With me here, your squad'll get twice the girls.;Sono Hermes Kissinger. Con me qui, la tua squadra avr= il&doppio delle ragazze.;;
2528;12324;73;;See you later, boss,&and sorry if all the ladies leave now that I'm gone.;Ci vediamo dopo, capo, e scusami se tutte le ragazze se ne&vanno ora che me ne sono andato.;;
2544;12404;56;;Hey, Welkster, I'm Melville Young!&I'll do my best, man!;Ciao, Welkster, sono Melville Young! E faro' del mio&meglio, amico!;;
2560;12468;85;;I'll never forget you guys, Welk-man!&Just say the word if there's anything I can do!;Non vi dimentichero' mai, Welk-man! Se c'> qualcosa che&posso fare, ditelo pure!;;
2576;12560;80;;Thank you, hello! I'm Ted Ustinov,&and I've got some great new material for you!;Grazie, ciao! Sono Ted Ustinov e ho del nuovo materiale&fantastico per te!;;
2592;12648;69;;Thank you, thank you!&You're a wonderful audience! I'm here all week!;Grazie, grazie!&Siete un pubblico meraviglioso! Sono qui&tutta la settimana!;;
2608;12724;59;;Please, call me Wavy.&From today onward, we fight together.;Per favore, chiamami Wavy. Da oggi in poi combatteremo&insieme.;;
2624;12788;87;;You've taught me quite a lot, sir.&If I can be of service again, don't hesitate to ask.;Mi ha insegnato molto, signore. Se posso esserle utile&ancora, non esiti a chiederlo.;;
2640;12880;38;;Hey! I'm Montley Leonard! How goes it?;Ciao! Sono Montley Leonard! Come va?;;
2656;12924;43;;Okay, great! Later! Call me if you need me!;Ok, ottimo! A dopo! Chiamami se hai bisogno di me!;;
2672;12972;27;;...I'm Noce Wordsworth.&Hi.;...Sono Noce Wordsworth.Ciao.;;
2688;13004;57;;Yeah, later...&Oh, and if you hurt Alicia, I'll kill you.;Si, piu' tardi... Oh, e se fai del male ad Alicia, ti&uccido.;;
2704;13068;43;;I'm Nancy Dufour!&It's so good to meet you!;Sono Nancy Dufour! E' un piacere conoscerti!;;
2720;13116;54;;It was so great working with you!&I had a total blast!;E' stato fantastico lavorare con te! Mi sono divertito&tantissimo!;;
2736;13176;53;;My name's Ramona Linton!&Good to be on board, Welkin!;Mi chiamo Ramona Linton! E' bello essere a bordo, Welkin!;;
2752;13236;63;;Okay, and nice work out there so far!&You can call me anytime�!;Bene, e finora buon lavoro! Puoi chiamarmi quando vuoi!;;
2768;13304;80;;My name is Susie Evans, sir.&I realize I'm inexperienced, but I'll do all I can.;Mi chiamo Susie Evans, signore. Mi rendo conto di essere&inesperta, ma faro' tutto il possibile.;;
2784;13392;84;;You've been a wonderful leader, sir,&but I am a bit relieved to be done with combat.;Lei > stato un leader meraviglioso, signore, ma sono un&po' sollevato di aver concluso il combattimento.;;
2800;13484;68;;I'm Freesia York, handsome!&I know you'll take real good care of me.;Sono Freesia York, bellissimo! E so che ti prenderai cura&di me al meglio.;;
2816;13560;74;;Thanks for everything, Welkin!&You call me any time you need me, you hear?;Grazie di tutto, Welkin! Chiamami ogni volta che hai&bisogno di me, hai capito?;;
2832;13640;74;;Juno Coren, reporting for duty.&Looks like I'll be joining you in Squad 7.;Juno Coren, a rapporto. Sembra che mi uniro' a voi nella&Squadra 7.;;
2848;13720;87;;I'm glad for the time we got to spend together.&Just let me know if something comes up.;Sono felice del tempo che abbiamo trascorso insieme. Fammi&sapere se succede qualcosa.;;
2864;13812;72;;"I'm Cherry Stijnen, like, with a ""j.""&It's silent... But, um... I'm not!";"Mi chiamo Cherry Stijnen, tipo, con la ""j"". E' muta... Ma,&uhm... non lo sono!";;
2880;13892;75;;Ugh, like, finally? I sooo need a break.&I was totally dying! So yeah, bye!;Ugh, tipo, finalmente? Ho proprio bisogno di una pausa. E&stavo morendo! Quindi si, ciao!;;
2896;13972;67;;Hey there, I'm Aika Thompson.&I'll try my best. Sound good, Welkin?;Ciao, sono Aika Thompson. Faro' del mio meglio. Ti sembra&una buona idea, Welkin?;;
2912;14044;82;;What, it's over already? Well, that's fine.&If you need me, though, call me, 'kay?;Cosa, > gi= finita? Bene, va bene. E se hai bisogno di me,&pero', chiamami, ok?;;
2928;14132;68;;Hey, soldier�� I'm Jann Walker.&I'll fight with everything I've got.;Ehi, soldato... Sono Jann Walker e combattero' con tutte le&mie forze.;;
2944;14208;76;;Oh, I am going to miss you to death!&You give me a call any old time, honey!;Oh, mi mancherai da morire! E chiamami quando vuoi, tesoro!;;
2960;14292;52;;I'm Nils. Nils Daerden...&I'll see you on the field.;Sono Nils. Nils Daerden...e ci vediamo sul campo.;;
2976;14352;31;;That was good...&Be seeing you.;E' stato bello...Ci vediamo presto.;;
2992;14388;53;;Heyyy, Theold Bohr here.&Remember the name, boss-man.;Ehiiii, sono il vecchio Bohr. Ricordati il nome, capo.;;
3008;14448;62;;...Hey, what'd I do?&Oh c'mon, man, gimme another chance here!;...Ehi, cosa ho fatto? E dai, amico, dammi un'altra&possibilit=!;;
3024;14516;63;;The name's Walter Nash, buddy!&Pleasure to be working with you!;Il mio nome > Walter Nash, amico! E' un piacere lavorare&con te!;;
3040;14584;76;;I knew it... I'm useless, aren't I?&I won't hold my breath for a callback...;Lo sapevo... Sono inutile, non > vero? E non tratterrei il&fiato nell'attesa di una chiamata...;;
3056;14668;64;;My name's Hector Calvey, sir!&I'm at your service from today on!;Mi chiamo Hector Calvey, signore! E da oggi sono al vostro&servizio!;;
3072;14740;79;;Thanks for everything you've done, sir!&If I can be of help again, let me know!;Grazie per tutto quello che ha fatto, signore! Se posso&esserle di nuovo utile, me lo faccia sapere!;;
3088;14824;86;;Hi, my name's Audrey Heitinga,&and you were totally my inspiration for enlisting, sir!;Salve, mi chiamo Audrey Heitinga e lei > stata la vera&ispirazione per il mio arruolamento, signore!;;
3104;14916;68;;What? This is good bye?!&We'll see each other again, though, right?!;Cosa? Questo > un arrivederci?! E ci rivedremo, pero',&giusto?!;;
3120;14992;59;;My name's Rosina Selden! &I'm in with you guys as of today.;Mi chiamo Rosina Selden! E da oggi sono con voi.;;
3136;15056;71;;You do good work, pal.&If you ever need some muscle, just gimme a call!;Ottimo lavoro, amico. Se hai bisogno di un po' di muscoli,&chiamami!;;
3152;15132;64;;Hi there, I'm Yoko Martens! &I'm sure we'll get along just fine.;Ciao, sono Yoko Martens! E sono sicura che andremo molto&d'accordo.;;
3168;15204;74;;Thanks for all you've done, kiddo!&If you need me, I'm always here for ya!;Grazie per tutto quello che hai fatto, piccolo! Se hai&bisogno, sono sempre qui per te!;;
3184;15284;47;;Hiii! My name's Elysse Moore!&Nice to meet you!;Ciao! Mi chiamo Elysse Moore!&Piacere di conoscerti!;;
3200;15336;67;;Thanks for everything, and...&lemme know if I can help out, okaaay?;Grazie di tutto e...fammi sapere se posso aiutarti, ok?;;
3216;15408;82;;Greetings. My name is Knute Jung,&and I'm prepared to lay my body down for Gallia.;Saluti. Mi chiamo Knute Jung e sono pronto a dare il mio&corpo per Gallia.;;
3232;15496;78;;I'd assumed my fortunes would only improve around you.&This is... unfortunate.;Pensavo che la mia fortuna sarebbe solo migliorata con te.&E questa >... una sfortuna.;;
3248;15580;64;;Um, Herbert Nielson. Is me, I mean.&I'll, uh...  Yeah, I'll try.;Ehm, Herbert Nielson. Sono io, intendo. E io, uh... Si, ci&provero'.;;
3264;15652;59;;Wow, so I guess it's over, then?&I-I mean, that's fine too.;Wow, quindi direi che > finita?&I-Intendo dire, va bene&anche cosi.;;
3280;15716;61;;M-My name is Karl Landzaat, sir.&It's a pleasure to join you.;Mi chiamo Karl Landzaat, signore. E' un piacere incontrarmi&con voi.;;
3296;15784;85;;Y-You've taught me a great deal, sir.&Please... Let me know if I can ever be of help.;Mi hai insegnato molto, signore. E per favore... fammi&sapere se posso esserti d'aiuto.;;
3312;15876;83;;I'm Homer Peron... Here to fight together with you&until this war claims my life...;Sono Homer Peron... Sono qui per combattere insieme a&voi... finch< questa guerra non mi porter= via la vita...;;
3328;15964;62;;Oh... a premature parting.&Yet another place I don't belong...;Oh... una separazione prematura... e un altro posto a cui&non appartengo...;;
3344;16032;54;;My name is Dallas Wyatt.&I'm excited to be joining up.;Mi chiamo Dallas Wyatt e sono entusiasta di unirmi a voi.;;
3360;16092;41;;Good luck with everything, sir.&Good day.;Buona fortuna per tutto, signore. & Buona giornata.;;
3376;16140;29;;I'm Ramsey Clement.&Uh... Hi.;Sono Ramsey Clement.&Uh... Ciao.;;
3392;16176;19;;Okay. See ya later.;Ok. Ci vediamo dopo.;;
3408;16200;71;;Hello, sir. My name is Nadine.&I'm sure I'll be coming to you for help.;Salve signore. Mi chiamo Nadine e sono certa che mi&rivolgero' a lei per chiedere aiuto.;;
3424;16276;87;;I'd like to thank you for the time we spent.&If you ever need it, I'd be happy to help.;Vorrei ringraziarti per il tempo che abbiamo dedicato a&te. Se mai dovessi averne bisogno, saro' felice di aiutarti.;;
3440;16368;73;;Hello, I'm Claudia Mann!&I'll do my best to live up to your expectations!;Ciao, sono Claudia Mann! Faro' del mio meglio per&soddisfare le tue aspettative!;;
3456;16448;75;;All right, thank you for having me!&I'd be happy to join you again anytime!;Va bene, grazie per avermi invitato! Saro' felice di unirmi&a voi in qualsiasi momento!;;
3472;16528;63;;I'm Emile Bielert.&I'm just happy to be here, Mr. Gunther, sir.;Sono Emile Bielert e sono felice di essere qui, signor&Gunther.;;
3488;16596;85;;I appreciate you having a guy like me on.&I hope I get to fight under you again, sir.;Apprezzo il fatto che tu abbia con te un ragazzo come me.&Spero di poter combattere di nuovo sotto la tua guida, signore.;;
3504;16688;55;;Hey, I'm Oscar Bielert. &Thanks for taking me on board.;Ciao, sono Oscar Bielert. Grazie per avermi accolto.;;
3520;16748;63;;I'll miss the squad, Welkin. &Feel free to call on me any time.;Mi mancher= la squadra, Welkin. E sentiti libero di&contattarmi quando vuoi.;;
3536;16816;73;;My name is Cezary Regard,&and I'll handle things my own way, thank you...;Mi chiamo Cezary Regard e gestiro' le cose a modo mio,&grazie...;;
3552;16896;71;;Phew! Glad I made it out of there alive.&I doubt you'll see me again...;Uff! Sono contento di essere uscito vivo da li. E dubito&che mi rivedrai...;;
3568;16972;37;;Marina Wulfstan...&At your command...;Marina Wulfstan...&Ai tuoi ordini...;;
3584;17016;42;;I understand.&If you ever need me, call...;Capisco. Se hai bisogno di me, chiamami...;;
3600;17064;64;;Hello, I'm Catherine O'Hara. &I look forward to joining you all.;Ciao, sono Catherine O'Hara e non vedo l'ora di&incontrarmi con voi tutti.;;
3616;17136;87;;I feel good about the time we had, sir.&If called again, I'd gladly fight for the team.;Sono soddisfatto del tempo che abbiamo trascorso, signore.&Se mi convocassero di nuovo, combatterei volentieri per la squadra.;;
3632;17228;39;;I'll be joining you from today on, sir!;Da oggi saro' con voi, signore!;;
3648;17272;73;;Thank you for everything, sir!&Just say the word if I can help you again!;Grazie di tutto, signore! E dimmi pure se posso aiutarti&ancora!;;
3664;17352;28;;I'm excited to be here, sir!;Sono emozionato di essere qui, signore!;;
3680;17388;72;;I'm sad to be leaving, sir!&If you ever need a hand, it'd be a pleasure!;Mi dispiace andarmene, signore! Se mai avesse bisogno di&una mano, sarebbe un piacere!;;
3696;17468;34;;I look forward to working for you!;Non vedo l'ora di lavorare per te!;;
3712;17508;57;;I understand, sir.&Perhaps we'll meet again another time!;Capisco, signore. Forse ci incontreremo di nuovo un'altra&volta!;;
3728;17572;88;;Welcome to your worst nightmare!&I'm the guy who's gonna whip you lazy blobs into shape!;Benvenuti nel vostro peggior incubo! E io sono la persona&che vi rimetter= in forma, pigri blocchetti!;;
3744;17668;86;;Still, I can't work miracles here.&No amount of drilling beats real combat experience!;Ma qui non posso fare miracoli.&Nessuna quantit= di addestramento puo' battere la vera esperienza di combattimento!;;
3760;17760;86;;I want you all to go out there,&kick some Imp tail, and then show me what you learned!;Voglio che andiate tutti l= fuori, diate un calcio a&qualche Imp Tail e poi mi mostriate cosa avete imparato!;;
3776;17852;84;;I will train that experience into something&you can actually use. Level you bums up!;Io trasformero' quell'esperienza in qualcosa che potrai&effettivamente usare. Alza il livello, stronzi!;;
3792;17944;89;;BUT! Don't go tryin' to hog all the glory!&A squad's a team and we got no need for stars!;MA! Non cercare di accaparrarti tutta la gloria! Una&squadra > una squadra e non abbiamo bisogno di stelle!;;
3808;18040;92;;"You'll train as a class and level up by class.&""Scout Level 2,"" ""Scout Level 3,"" you get it?";"Vi allenerete in una classe e salirete di livello in&classe. ""Scout Livello 2"", ""Scout Livello 3"", avete capito?";;
3824;18140;82;;When the scouts level up, that means each and&every one of 'em goes up that level.;Quando gli scout salgono di livello, significa che ognuno&di loro sale di quel livello.;;
3840;18228;91;;You hear me, maggots? Any of you thinks he's&better than the rest of the team, go home now!;Mi sentite, vermi? Qualcuno di voi pensa che sia meglio&del resto della squadra, andate a casa ora!;;
3856;18324;74;;All right. Now I'll show you lowlifes how&this whole thing actually works.;Bene. Ora vi mostrero', birbanti, come funziona davvero&tutta questa faccenda.;;
3872;18404;92;;It ain't complicated. First you go out there and fight,&then divvy up that experience here. ;Non > complicato. Prima vai l= fuori e combatti, e poi&dividi quell'esperienza qui.;;
3888;18504;86;;Once the experience you cram into a soldier&class clears a set amount, it'll level up.;Una volta che l'esperienza ti > entrata in testa come soldato&la classe supera una certa quantit= di ostacoli, salir= di livello.;;
3904;18596;92;;Pickin' which class to level up and when is your&job as the squad leader! Now, give it a go!;Scegli quale classe far salire di livello e quando > il&tuo lavoro come caposquadra! Ora, provaci!;;
3920;18696;90;;Got it? That's how trainin' by class works.&Now get out there and rack up some experience!;Capito? Ecco come funziona l'allenamento per classe. E ora&esci e accumula un po' di esperienza!;;
3936;18792;38;;Oh, and there's one more thing to add.;Ah, c'> un'altra cosa da aggiungere.;;
3952;18836;73;;Sometimes levelin' up a unit class will&unlock a hidden potential in 'em.;A volte, aumentando di livello una classe di unit=, si puo'&scoprire un potenziale nascosto in esse.;;
3968;18916;83;;You can think of potentials as the natural&abilities your soldiers have inside 'em.;Puoi pensare ai potenziali come alle abilit= naturali che&i tuoi soldati hanno dentro di s<.;;
3984;19004;88;;Those abilities will form a big part of your&strength in the field, so keep 'em in mind!;Queste abilit= costituiranno una parte importante della&tua forza sul campo, quindi tienile a mente!;;
4000;19100;73;;Other times, levelin' up a class will earn you&clearance for a new order.;Altre volte, salire di livello in una classe ti far=&ottenere l'autorizzazione per un nuovo ordine.;;
4016;19180;89;;Here, as long as we're talkin' about it...&I'll teach you a classic. A real golden oldie.;Ecco, visto che ne stiamo parlando...e vi insegnero' un&classico. Un vero pezzo forte.;;
4032;19276;86;;You learned @fcfff00000:Evade Boost@fci:.&This order raises one ally's evasion&skills.;Hai imparato @fcfff00000:Evade Boost@fci:.&Questo ordine&aumenta le abilit= di evasione di un alleato.;;
4048;19368;81;;Use this order in command mode to boost the&entire squad's evasion for one phase.;Utilizza questo ordine in modalit= comando per potenziare&l'evasione dell'intera squadra per una fase.;;
4064;19456;90;;Orders are special commands you can give out&as the squad leader. They can save your tail!;Gli ordini sono comandi speciali che puoi impartire come&caposquadra. Possono salvarti la coda!;;
4080;19552;101;;It doesn't take a genius to see that levelin' up&your soldiers is the best way to beef up your squad.;Non ci vuole un genio per vedere che sta salendo di livello&i tuoi soldati > il modo migliore per rinforzare la tua squadra.;;
4096;19660;84;;The soldiers will get stronger, and you just might&unlock new potentials and orders.;I soldati diventeranno piu' forti e potresti sbloccare&nuovi potenziali e ordini.;;
4112;19752;60;;All that,&just from me workin' you sorry bums into the dirt!;Tutto questo, e solo perch< vi ho ridotto in polvere, dei&miseri barboni!;;
4128;19820;82;;I just hope you maggots are ready for a REAL&workout the next time I see you here!;Spero solo che voi vermi siate pronti per un VERO&allenamento la prossima volta che vi vedo qui!;;
4144;19908;41;;Welcome to your worst nightmare, maggots!;Benvenuti nel vostro peggior incubo, vermi!;;
4160;19956;41;;Come back any time you're ready to sweat!;Tornate quando volete, quando volete sudare!;;
4176;20004;93;;Congratulations. You soldiers worked long and hard&to become what you are today: true elites.;Congratulazioni. Voi soldati avete lavorato a lungo e&duramente per diventare cio' che siete oggi: vere <lite.;;
4192;20104;94;;As Gallia's finest, you're all fit to be called heroes.&Her Highness even has a medal for you.;Essendo i migliori della Gallia, siete tutti degni di essere chiamati eroi.&Sua Altezza ha perfino una medaglia per te.;;
4208;20204;95;;Lieutenant Gunther, you shared in your soldiers' struggles.&Now you've brought up a fine squad.;Tenente Gunther, hai condiviso le lotte dei tuoi soldati e&ora hai formato una squadra eccellente.;;
4224;20304;86;;I tell ya, you're one fast learner.&You've mastered a lot of what it takes to command.;Ti dico, impari in fretta e hai imparato molte delle cose&necessarie per comandare.;;
4240;20396;85;;I take no small amount of pride in having&trained you soldiers these last few months.;Sono molto orgoglioso di avervi avuto e addestrato,&soldati, in questi ultimi mesi.;;
