1128;21048;4;; Yes; SI'
1208;21060;4;;  No; NO
1288;21072;3;;Exp;Esp
1368;21080;5;;Funds;Fondi
1448;21092;14;;Squad Barracks;Caserma della Squadra
1528;21112;12;;Command Room;Sala di comando
1608;21132;14;;Training Field;Campo di allenamento
1688;21152;12;;R&D Facility;Struttura di ricerca e sviluppo
1768;21172;14;;Castlefront St;Via Castlefront
1848;21192;12;;War Cemetery;Cimitero di guerra
1928;21212;13;;Audience Hall;Sala delle udienze
2008;21232;9;;Book Mode;Modalit= libro
2088;21248;56;;Change equipment or view info on the members of Squad 7.;Cambia equipaggiamento o visualizza informazioni sui&membri della Squadra 7.
2168;21312;55;;Choose the members of Squad 7 who will fight in combat.;Scegli i membri della Squadra 7 che combatteranno in&combattimento.
2248;21372;38;;Train units to improve combat ability.;Addestrare le unit= per migliorare le capacit= di&combattimento.
2328;21416;55;;Upgrade Squad 7's equipment by developing new weaponry.;Potenzia l'equipaggiamento della Squadra 7 sviluppando&nuove armi.
2408;21476;50;;Read the Writing on the Wall, published regularly.;"Leggi la rubrica ""Writing on the Wall"", pubblicata&regolarmente."
2488;21532;59;;Visit the resting place of those who have fallen in battle.;Visita il luogo di riposo dei caduti in battaglia.
2568;21596;52;;Visit Castle Randgriz for an audience with Cordelia.;Visita il Castello di Randgriz per un'udienza con Cordelia.
2648;21656;20;;Return to Book Mode.;Ritorna alla modalit= Libro.
2728;21684;20;;Return to Book Mode?;Tornare alla modalit= libro?
2808;21712;16;;Change equipment;Cambiare attrezzatura
2888;21736;8;;CP Cost:;Costo CP:
2968;21752;7;;Details;Dettagli
3048;21764;28;;Equip only the current unit.;Equipaggia solo l'unit= corrente.
3128;21800;30;;Equip all units of this class.;Equipaggia tutte le unit= di questa classe.
3208;21836;3;;Add;Aggiungere
3288;21844;3;;Cut;Taglio
3368;21852;11;;Open spots:;Posti disponibili:
3448;21868;0;;;
3528;21876;14;;Potential Info;Informazioni potenziali
3608;21896;10;;Left/Right;Sinistra/Destra
3688;21912;10;;Form Squad;Forma Squadra
3768;21928;4;;Info;Informazioni
3848;21940;8;;Possible;Possibile
3928;21956;8;;Recruits;Reclute
4008;21972;7;;Squad 7;Squadra 7
4088;21984;22;;Exit the Command Room?;Uscire dalla sala comando?
4168;22012;15;;Leave the area?;Vuoi lasciare la zona?
4248;22032;32;;Purchase this interview content?;Vuoi acquistare il contenuto di questa intervista?
4328;22072;14;;Ellet Embedded;Ellet incorporato
4408;22092;15;;Largo's Passion;La passione di Largo
4488;22112;15;;A Taste of Home;Un assaggio di casa
4568;22132;18;;Signs of Awakening;Segnali di risveglio
4648;22156;24;;For Whom Destiny Unfolds;Per chi si dispiega il destino
4728;22188;13;;Squad 7's R&R;R%R della Squadra 7
4808;22208;21;;What Lies Beyond Hate;Cosa c'> oltre l'odio
4888;22236;19;;War Without Weapons;Guerra senza armi
4968;22260;25;;Flower of the Battlefield;Fiore del campo di battaglia
5048;22292;12;;Parting Ways;Separarsi
5128;22312;40;;That piece is on the members of Squad 7.;Quel pezzo riguarda i membri della Squadra 7.
5208;22360;23;;That piece is on Largo.;Quel pezzo > su Largo.
5288;22388;35;;That piece is on Welkin and Alicia.;Quel pezzo > su Welkin e Alicia.
5368;22428;24;;That piece is on Alicia.;Quel pezzo > su Alicia.
5448;22460;35;;That piece is on Princess Cordelia.;Quel pezzo > sulla principessa Cordelia.
5528;22500;36;;That piece is on Squad 7's vacation.;Quel pezzo riguarda le vacanze della Squadra 7.
5608;22544;32;;That piece is on Captain Varrot.;Quel pezzo > sul capitano Varrot.
5688;22584;23;;That piece is on Rosie.;Quel pezzo > su Rosie.
5768;22612;24;;That piece is on Welkin.;Quel pezzo > su Welkin.
5848;22644;24;;That piece is on Faldio.;Quel pezzo > su Faldio.
5928;22676;8;;Exp Used;Exp Usato
6008;22692;9;;Unit Info;Informazioni sull'unit=
6088;22708;6;;Scouts;Esploratori
6168;22720;12;;Shocktrooper;Soldato d'assalto
6248;22740;7;;Lancers;Lancieri
6328;22752;9;;Engineers;Ingegneri
6408;22768;7;;Snipers;Cecchini
6488;22780;15;;Tank Commanders;Comandanti dei carri armati
6568;22800;12;;Scout Elites;Scout d'<lite
6648;22820;14;;Trooper Elites;Soldati d'<lite
6728;22840;13;;Lancer Elites;Elite Lancer
6808;22860;15;;Engineer Elites;Ingegneri d'<lite
6888;22880;13;;Sniper Elites;Cecchini d'<lite
6968;22900;13;;Are you sure?;Sei sicuro?
7048;22920;15;;Develop Weapons;Sviluppare armi
7128;22940;12;;Outfit Tanks;Carri armati
7208;22960;6;;Rifles;Fucili
7288;22972;12;;Machine Guns;Mitragliatrici
7368;22992;13;;Sniper Rifles;Fucili da cecchino
7448;23012;16;;Anti-Tank Lances;Lance anticarro
7528;23036;13;;Flamethrowers;Lanciafiamme
7608;23056;13;;Hand Grenades;Granate a mano
7688;23076;8;;Uniforms;Uniformi
7768;23092;11;;Blast Suits;Tute antideflagranti
7848;23108;9;;Edelweiss;Stella alpina
7928;23124;8;;Shamrock;Trifoglio
8008;23140;17;;Body Enhancements;Miglioramenti del corpo
8088;23164;18;;Firepower Upgrades;Potenziamenti della potenza di fuoco
8168;23188;14;;Treads & Other;Battistrada e altro
8248;23208;14;;Attack Support;Supporto all'attacco
8328;23228;28;;You have insufficient funds.;Non hai fondi sufficienti.
8408;23264;4;;Cost;Costo
8488;23276;3;;DCT;DCT
8568;23284;21;;Develop this upgrade?;Sviluppare questo aggiornamento?
8648;23312;35;;Develop improvements for the rifle.;Sviluppare miglioramenti per il fucile.
8728;23352;41;;Develop improvements for the machine gun.;Sviluppare miglioramenti per la mitragliatrice.
8808;23400;42;;Develop improvements for the sniper rifle.;Sviluppare miglioramenti per il fucile da cecchino.
8888;23448;35;;Develop improvements for the lance.;Sviluppare miglioramenti per la lancia.
8968;23488;42;;Develop improvements for the flamethrower.;Sviluppare miglioramenti per il lanciafiamme.
9048;23536;42;;Develop improvements for the hand grenade.;Sviluppare miglioramenti per la granata a mano.
9128;23584;41;;Develop improvements for combat uniforms.;Sviluppare miglioramenti per le uniformi da combattimento.
9208;23632;37;;Develop improvements for blast suits.;Sviluppare miglioramenti per le tute antideflagranti.
9288;23676;31;;Develop tank body enhancements.;Sviluppare miglioramenti alla carrozzeria del carro armato.
9368;23712;36;;Develop tank firepower enhancements.;Sviluppare potenziamenti della potenza di fuoco dei carri&armati.
9448;23756;41;;Improve tank treads and critical defense.;Migliora i cingoli dei carri armati e la difesa critica.
9528;23804;36;;Develop tank attack support add-ons.;Sviluppare componenti aggiuntivi per il supporto agli&attacchi dei carri armati.
9608;23848;5;;Type:;Tipo:
9688;23860;17;;Commander: Welkin;Comandante: Welkin
9768;23884;15;;Commander: Zaka;Comandante: Zaka
9848;23904;5;;Range;Allineare
9928;23916;12;;vs Personnel;vs Personale
10008;23936;8;;vs Armor;contro l'armatura
10088;23952;5;;Blast;Raffica
10168;23964;9;;Body Def.;Difesa del corpo
10248;23980;10;;Tread Def.;Definizione del battistrada.
10328;23996;7;;Body HP;Potenza del corpo
10408;24008;8;;Tread HP;Battistrada HP
10488;24024;9;;Equipment;Attrezzatura
10568;24040;10;;Weak Point;Punto debole
10648;24056;8;;Accuracy;Precisione
10728;24072;8;;Magazine;Rivista
10808;24088;27;;Signs of Gallian Resistance;Segnali di resistenza galliana
10888;24120;26;;Flames of War Sweep Europa;Le fiamme della guerra travolgono l'Europa
10968;24152;27;;Militia Claims Vasel Bridge;La milizia rivendica il ponte Vasel
11048;24184;27;;Gallia to Pull Out of North;La Gallia si ritira dal Nord
11128;24216;29;;Lucky 7's Cut Off Supply Base;La base di rifornimento tagliata fuori da Lucky 7
11208;24252;28;;Militia Issues Draft Notices;La milizia emette le bozze di avviso
11288;24288;28;;Imperial Shadow Hits Barious;L'ombra imperiale colpisce Barious
11368;24324;29;;Gallia-Federation Talks Begin;Iniziano i colloqui tra la Gallia e la Federazione
11448;24360;27;;Militia Routs Imp Commander;La milizia sconfigge il comandante Imp
11528;24392;29;;New Lode in Gallian Southeast;Nuovo filone nel sud-est di Gallian
11608;24428;29;;South, Central Forces Team Up;Le forze del Sud e del Centro si uniscono
11688;24464;19;;GOS to Be Cancelled;GOS sar= annullato
11768;24488;26;;Princess Kidnapping Foiled;Sventato il rapimento della principessa
11848;24520;28;;Militia Lieutenant Decorated;Tenente della milizia decorato
11928;24556;29;;Capital Abuzz with North Wins;Capitale in fermento con le vittorie del Nord
12008;24592;28;;Valkyria Craze Sweeps Nation;La mania di Valkyria travolge la nazione
12088;24628;27;;Victory Claimed Amid Losses;Vittoria rivendicata tra le perdite
12168;24660;22;;War Orphan Count Soars;Il conteggio degli orfani di guerra sale alle stelle
12248;24688;27;;Border Town Bruhl Reclaimed;La citt= di confine di Bruhl > stata riconquistata
12328;24720;27;;Historical Artifacts Stolen;Manufatti storici rubati
12408;24752;28;;Both Armies March on Naggiar;Entrambi gli eserciti marciano su Naggiar
12488;24788;30;;National Exams Brought to Halt;Gli esami nazionali sono stati sospesi
12568;24824;26;;Clash at Naggiar Concludes;Concluso lo scontro a Naggiar
12648;24856;29;;Refugee Issue Crosses Borders;La questione dei rifugiati oltrepassa i confini
12728;24892;28;;Citadel at Ghirlandaio Falls;Cittadella alle Cascate del Ghirlandaio
12808;24928;29;;Explosion Cause Still Unknown;La causa dell'esplosione > ancora sconosciuta
12888;24964;25;;Maiden's Shield Shattered;Scudo della fanciulla in frantumi
12968;24996;28;;Empire-Federation Talks Fail;Falliscono i colloqui tra Impero e Federazione
13048;25032;28;;Miracle Recovery for Militia;Recupero miracoloso per la milizia
13128;25068;30;;Emergency Militia Draft Called;Chiamata alla leva di emergenza per la milizia
13208;25104;0;;;
13288;25112;0;;;
13368;25120;0;;;
13448;25128;0;;;
13528;25136;0;;;
13608;25144;0;;;
13688;25152;0;;;
13768;25160;0;;;
13848;25168;0;;;
13928;25176;0;;;
14008;25184;0;;;
14088;25192;0;;;
14168;25200;0;;;
14248;25208;0;;;
14328;25216;0;;;
14408;25224;0;;;
14488;25232;0;;;
14568;25240;0;;;
14648;25248;0;;;
14728;25256;0;;;
14808;25264;0;;;
14888;25272;0;;;
14968;25280;0;;;
15048;25288;0;;;
15128;25296;0;;;
15208;25304;0;;;
15288;25312;0;;;
15368;25320;0;;;
15448;25328;0;;;
15528;25336;0;;;
15608;25344;0;;;
15688;25352;0;;;
15768;25360;0;;;
15848;25368;0;;;
15928;25376;0;;;
16008;25384;0;;;
16088;25392;0;;;
16168;25400;0;;;
16248;25408;0;;;
16328;25416;0;;;
16408;25424;0;;;
16488;25432;0;;;
16568;25440;0;;;
16648;25448;0;;;
16728;25456;0;;;
16808;25464;0;;;
16888;25472;0;;;
16968;25480;0;;;
17048;25488;0;;;
17128;25496;0;;;
17208;25504;256;; &            About the Shamrock& &The turret atop Zaka's Shamrock can be&outfitted with one of the following three&weapons: anti-armor shells and mortars&like the Edelweiss, a gatling gun capable &of doing massive damage to a single ground&unit, or a flamethrower that can mow down&a line of enemies in front of the tank.&Go to Outfit Tanks and select the Shamrock&to switch between them at any time;&Informazioni sullo Shamrock&&La torretta in cima allo Shamrock di Zaka puo' essere&dotato di uno dei tre seguenti&armi: proiettili anticarro e mortai&come l'Edelweiss, una mitragliatrice gatling capace&di causare danni ingenti a un singolo terreno&unit=, o un lanciafiamme che puo' falciare&una fila di nemici davanti al carro armato.&Vai a Outfit Tanks e seleziona Shamrock&per passare da uno all'altro in qualsiasi momento
17288;25912;128;;The Cannon Turret uses shells and mortars.&The Gatling Turret stops single foot units.&The Flamethrower Turret hits a wide area.;La torretta cannone utilizza proiettili e mortai.&La torretta Gatling ferma le unit= singole.&La torretta lanciafiamme colpisce un'ampia area.
17368;26048;80;;Turrets can be switched out at the R&D&Facility to whatever the mission demands.;Presso la struttura di ricerca e sviluppo > possibile&sostituire le torrette in base alle esigenze della missione.
17448;26136;437;;           About the Edelweiss's&          Top-Grade Enhancements& &The Edelweiss's top enhancement levels are&Reinforce Barrel 3, Reinforce Body 3 and&Reinforce Armor 3, only one of which can&be equipped at a time. Changing equipment&means scrapping the previous enhancement,&reverting to it later will require the R&D&fee to be paid again in full. Make your&equipment decisions carefully to avoid&unnecessary research fee expenditures.;Informazioni sulle Edelweiss&Miglioramenti di alto livello&&I massimi livelli di potenziamento dell'Edelweiss sono&Rinforzare la canna 3, Rinforzare il corpo 3 e&Rinforza l'armatura 3, di cui solo uno puo'&essere equipaggiati alla volta. Cambiare equipaggiamento&significa scartare il potenziamento precedente,&per tornare ad esso in seguito sar= necessario l'R&D&la quota deve essere pagata nuovamente per intero. Fai la tua&decisioni sulle attrezzature attentamente per evitare&spese inutili per la ricerca.
17528;26580;80;;Any new top-grade enhancement will be&added on after scrapping the previous one.;Ogni nuovo miglioramento di alto livello verr= aggiunto&dopo aver eliminato quello precedente.
17608;26668;117;;Restoring a scrapped enhancement will cost&the same amount as the initial research&fee. Choose your equipment wisely.;Il ripristino di un miglioramento scartato avr= un costo&la stessa quantit= della ricerca iniziale&tariffa. Scegli la tua attrezzatura con saggezza.
17688;26792;8;;learned.;imparato.
17768;26808;39;;Let's take a full tour of headquarters.;Facciamo un giro completo della sede centrale.
17848;26852;28;;You don't have enough money.;Non hai abbastanza soldi.
17928;26888;0;;For now, try adding members until Squad 7&has 20 units.& &This is the only time you will be unable&to leave the Command Room with slots open.S;Per ora, prova ad aggiungere membri fino alla Squadra 7&dispone di 20 unit=.&&Questa > l'unica volta in cui non sarai in grado&per lasciare la sala comando con gli slot aperti.S
18008;27036;83;;This is the only time you will be unable&to leave the Command Room with slots open.;Questa > l'unica volta in cui non potrai uscire dalla sala&comando con degli slot liberi.
18088;27124;22;;Exit Squad 7 Barracks?;Uscire dalla caserma della Squadra 7?
18168;27152;24;;Exit the Training Field?;Vuoi uscire dal campo di addestramento?
18248;27184;22;;Exit the R&D Facility?;Vuoi uscire dal centro di ricerca e sviluppo?
18328;27212;24;;Exit Castlefront Street?;Vuoi uscire da Castlefront Street?
18408;27244;86;;You learned @fcfff00000:Evade Boost@fci:.&This order raises one ally's evasion&skills.;Hai imparato @fcfff00000:Evade Boost@fci:.&Questo ordine&aumenta le abilit= di evasione di un alleato.
18488;27336;91;;You learned @fcfff00000:All Units Evade@fci:.&This order raises all allies' evasion&skills.;Hai imparato @fcfff00000:Tutte le unit= eludono@fci:.&Questo ordine aumenta l'evasione di tutti gli alleati&competenze.
18568;27432;121;;You learned @fcfff00000:Caution@fci:.&This order protects one ally by reducing&damage taken from enemy interception fire.;Hai imparato @fcfff00000:Attenzione@fci:.&Questo ordine protegge un alleato riducendo&danni subiti dal fuoco di intercettazione nemico.
18648;27560;125;;You learned @fcfff00000:Concentrate Fire@fci:.&This order raises one ally's accuracy,&focusing their shots to a single point.;Hai imparato @fcfff00000:Concentra il fuoco@fci:.&Questo ordine aumenta la precisione di un alleato,&concentrando i propri tiri su un unico punto.
18728;27692;101;;You learned @fcfff00000:Attack Boost@fci:.&This order raises one ally's anti-&personnel attack power.;Hai imparato @fcfff00000:Attack Boost@fci:.&Questo ordine&aumenta il potere di attacco anti-personale di un alleato.
18808;27800;106;;You learned @fcfff00000:All Units Attack@fci:.&This order raises all allies' anti-&personnel attack power.;Hai imparato @fcfff00000:Tutte le unit= attaccano@fci:.&Questo ordine solleva l'antipatia di tutti gli alleati&potere di attacco del personale.
18888;27912;110;;You learned @fcfff00000:Neutralize@fci:.&This order protects one ally from being&counterattacked after firing.;Hai imparato @fcfff00000:Neutralize@fci:.&Questo ordine&protegge un alleato dal contrattacco dopo aver sparato.
18968;28028;80;;You learned @fcfff00000:First Aid@fci:.&This order fully restores one ally's HP.;Hai imparato @fcfff00000:Primo soccorso@fci:.&Questo&ordine ripristina completamente i PV di un alleato.
19048;28116;95;;You learned @fcfff00000:Damage Boost@fci:.&This order raises one ally's anti-tank&attack power.;Hai imparato @fcfff00000:Aumento danni@fci:.&Questo ordine&aumenta il potere anticarro e di attacco di un alleato.
19128;28216;108;;You learned @fcfff00000:Demolition Boost@fci:.&This order greatly raises one ally's anti-&tank attack power.;Hai imparato @fcfff00000:Demolition Boost@fci:.&Questo ordine aumenta notevolmente l'antipatia di un alleato&potenza di attacco del carro armato.
19208;28332;112;;You learned @fcfff00000:Healing Boost@fci:.&This order increases the amount one ally&can heal using Ragnaid (S).;Hai imparato @fcfff00000:Potenziamento della guarigione@fci:.&Questo ordine aumenta la quantit= di un alleato&puo' curarsi usando Ragnaid (S).
19288;28452;78;;You learned @fcfff00000:Resupply@fci:.&This order replenishes one ally's ammo.;Hai appreso @fcfff00000:Resupply@fci:.&Questo ordine&rifornisce le munizioni di un alleato.
19368;28536;81;;You learned @fcfff00000:Defense Boost@fci:.&This order raises one ally's defense.;Hai imparato @fcfff00000:Potenziamento Difesa@fci:.&Questo&ordine aumenta la difesa di un alleato.
19448;28624;85;;You learned @fcfff00000:All Units Defend@fci:.&This order raises all allies' defense.;Hai appreso @fcfff00000:Tutte le unit= difendono@fci:.&Ques-&o ordine aumenta la difesa di tutti gli alleati.
19528;28716;84;;You learned @fcfff00000:Antidote@fci:.&This order cures one ally of negative&status.;Hai appreso @fcfff00000:Antidote@fci:.&Questo ordine cura&un alleato dallo stato&negativo.
19608;28808;127;;You learned @fcfff00000:Explosives Boost@fci:.&This order raises the damage one ally can&do when attacking with a hand grenade.;Hai imparato @fcfff00000:Potenziamento degli esplosivi@fci:.&Questo ordine aumenta il danno che un alleato puo' infliggere&cosa fare quando si attacca con una granata a mano.
19688;28940;78;;You learned @fcfff00000:Aim Boost@fci:.&This order raises one ally's accuracy.;Hai appreso @fcfff00000:Aim Boost@fci:.&Questo ordine&aumenta la precisione di un alleato.
19768;29024;83;;You learned @fcfff00000:All Units Aim@fci:.&This order raises all allies' accuracy.;Hai appreso @fcfff00000:Tutte le unit= mirano@fci:.&Questo&ordine aumenta la precisione di tutti gli alleati.
19848;29112;108;;You learned @fcfff00000:Penetration@fci:.&This order allows one ally's attacks to&ignore any enemy defenses.;Hai imparato @fcfff00000:Penetration@fci:.&Questo ordine consente agli attacchi di un alleato di&ignorare le difese nemiche.
19928;29228;111;;You learned @fcfff00000:Attack Weak Spot@fci:.&This order makes all of one ally's attacks&deal critical damage.;Hai imparato @fcfff00000:Attacca il punto debole@fci:.&Questo ordine rende tutti gli attacchi di un alleato&infliggere danni critici.
20008;29344;118;;You learned @fcfff00000:Sniper Support@fci:.&This order commands a support team to&hit one enemy with a sniper attack.;Hai imparato @fcfff00000:Sniper Support@fci:.&Questo ordine ordina a una squadra di supporto di&colpire un nemico con un attacco da cecchino.
20088;29468;106;;You learned @fcfff00000:Mortar Support@fci:.&This order calls in a mortar blast&centered around one enemy.;Hai appreso @fcfff00000:Supporto mortaio@fci:.&Questo ordin&e richiede un'esplosione di mortaio&incentrata su un nemico.
20168;29580;128;;You learned @fcfff00000:Artillery Support@fci:.&This order commands a support team to&damage all enemies with a barrage of fire.;Hai appreso @fcfff00000:Supporto di artiglieria@fci:.&Questo ordine ordina a una squadra di supporto di&danneggia tutti i nemici con una raffica di fuoco.
20248;29716;91;;You learned @fcfff00000:Retreat@fci:.&This order forces one ally to retreat&from the field.;Hai appreso @fcfff00000:Ritirata@fci:.&Questo ordine&obbliga un alleato a ritirarsi&dal campo.
20328;29812;96;;You learned @fcfff00000:Medic Request@fci:.&This order evacuates one ally in critical&condition.;Hai appreso @fcfff00000:Richiesta medica@fci:.&Questo&ordine evacua un alleato in condizioni&critiche.
20408;29916;86;;You learned @fcfff00000:Healing Request@fci:.&This order restores some HP to one ally.;Hai appreso @fcfff00000:Richiesta di guarigione@fci:.&Quest-& ordine ripristina alcuni HP a un alleato.
20488;30008;81;;You learned @fcfff00000:Heal All@fci:.&This order restores some HP to all allies.;Hai imparato @fcfff00000:Cura tutti@fci:.&Questo ordine&ripristina un po' di HP a tutti gli alleati.
20568;30096;118;;You learned @fcfff00000:Awaken Potential@fci:.&This order draws out the innate abilities&(Potentials) within one ally.;Hai imparato @fcfff00000:Risveglia il potenziale@fci:.&Questo ordine fa emergere le capacit= innate&(Potenziali) all'interno di un alleato.
20648;30220;114;;You learned @fcfff00000:Awaken All@fci:.&This order draws out the innate abilities&(Potentials) within all allies.;Hai imparato @fcfff00000:Risveglia tutti@fci:.&Questo ordine fa emergere le capacit= innate&(Potenziali) all'interno di tutti gli alleati.
20728;30340;101;;You learned @fcfff00000:Recon Request@fci:.&This order uncovers the current positions&of all enemies.;Hai appreso @fcfff00000:Richiesta di ricognizione@fci:.&Que-&to ordine scopre le posizioni attuali&di tutti i nemici.
20808;30448;45;;Develop new firearms and improved tank parts.;Sviluppare nuove armi da fuoco e parti migliorate dei&carri armati.
20888;30500;51;;Select optional parts and view tank specifications.;Seleziona le parti opzionali e visualizza le specifiche&del serbatoio.
20968;30556;0;;Upgrading your unit classes to Elites adds&a special bonus atop their normal growth.& &Some classes also become able to wield new&types of advanced weaponry.& &Keep up the training and try to get all of&Squad 7's units up to Elite status!;L'aggiornamento delle classi delle tue unit= in Elite aggiunge&un bonus speciale in aggiunta alla loro crescita normale.&&Alcune classi diventano anche in grado di maneggiare nuovi&tipi di armamenti avanzati.&&Continua ad allenarti e cerca di ottenere tutto&Le unit= della Squadra 7 raggiungono lo stato Elite!
